time,Symbol,rv10,medrv,nobs,open_to_close,rsv_ss,open_time,rsv,rk_twoscale,rv5_ss,rk_th2,open_price,close_price,rv10_ss,rk_parzen,bv_ss,bv,close_time,rv5
31/07/2006,.SPX,2.16E-05,8.57E-06,1530,-0.000790926,1.14E-05,93014,1.14E-05,1.84E-05,2.09E-05,1.81E-05,1277.49,1276.48,2.16E-05,5.90E-06,1.95E-05,1.95E-05,160013,2.09E-05
01/08/2006,.SPX,4.11E-05,8.69E-06,1541,-0.003753823,2.48E-05,93005,2.48E-05,2.69E-05,3.49E-05,2.75E-05,1275.76,1270.98,4.11E-05,4.39E-05,2.18E-05,2.18E-05,160004,3.49E-05
02/08/2006,.SPX,5.02E-05,1.44E-05,1527,0.005673518,1.03E-05,93000,1.03E-05,3.22E-05,4.16E-05,3.34E-05,1270.73,1277.96,5.02E-05,4.06E-05,2.70E-05,2.70E-05,155935,4.16E-05
03/08/2006,.SPX,4.89E-05,1.73E-05,1530,0.001469715,3.79E-05,93001,3.79E-05,3.39E-05,5.58E-05,3.55E-05,1278.22,1280.1,4.89E-05,3.85E-05,3.03E-05,3.03E-05,160000,5.58E-05
04/08/2006,.SPX,3.55E-05,2.28E-05,1348,-0.005744164,3.10E-05,111612,3.10E-05,4.11E-05,4.63E-05,4.17E-05,1286.73,1279.36,3.55E-05,3.75E-05,3.26E-05,3.26E-05,165957,4.63E-05
07/08/2006,.SPX,1.81E-05,1.14E-05,1541,-0.002559338,1.38E-05,93001,1.38E-05,2.34E-05,2.35E-05,2.35E-05,1279.31,1276.04,1.81E-05,1.21E-05,1.85E-05,1.85E-05,155959,2.35E-05
08/08/2006,.SPX,6.69E-05,5.46E-06,1541,-0.003986946,4.79E-05,93011,4.79E-05,6.88E-05,7.04E-05,7.05E-05,1276.7,1271.62,6.69E-05,2.25E-05,2.64E-05,2.64E-05,160007,7.04E-05
09/08/2006,.SPX,5.50E-05,1.77E-05,1536,-0.005985589,2.10E-05,93003,2.10E-05,5.55E-05,7.27E-05,5.66E-05,1273.52,1265.92,5.50E-05,7.83E-05,4.59E-05,4.59E-05,160003,7.27E-05
10/08/2006,.SPX,4.55E-05,1.95E-05,1541,0.00484923,2.05E-05,93004,2.05E-05,4.36E-05,4.60E-05,4.39E-05,1265.17,1271.32,4.55E-05,2.32E-05,3.65E-05,3.65E-05,160003,4.60E-05
11/08/2006,.SPX,2.70E-05,1.43E-05,1541,-0.003743183,1.46E-05,93002,1.46E-05,2.96E-05,2.35E-05,2.96E-05,1271.35,1266.6,2.70E-05,1.85E-05,2.47E-05,2.47E-05,160001,2.35E-05
14/08/2006,.SPX,3.81E-05,1.20E-05,1541,0.000473223,1.17E-05,93002,1.17E-05,3.17E-05,4.68E-05,3.32E-05,1267.6,1268.2,3.81E-05,5.24E-05,2.87E-05,2.87E-05,160000,4.68E-05
15/08/2006,.SPX,5.27E-05,9.90E-06,1539,0.010794679,9.40E-06,93013,9.40E-06,4.73E-05,6.04E-05,4.88E-05,1271.52,1285.32,5.27E-05,3.87E-05,1.87E-05,1.87E-05,160011,6.04E-05
16/08/2006,.SPX,2.28E-05,9.83E-06,1533,0.007144327,5.69E-06,93002,5.69E-06,2.06E-05,2.04E-05,2.10E-05,1285.93,1295.15,2.28E-05,1.67E-05,1.75E-05,1.75E-05,155957,2.04E-05
17/08/2006,.SPX,1.51E-05,9.25E-06,1529,0.001951777,8.34E-06,93003,8.34E-06,1.82E-05,1.76E-05,1.83E-05,1294.99,1297.52,1.51E-05,2.00E-05,1.56E-05,1.56E-05,155956,1.76E-05
18/08/2006,.SPX,1.57E-05,1.12E-05,1537,0.003508344,6.94E-06,93007,6.94E-06,1.67E-05,1.59E-05,1.70E-05,1297.48,1302.04,1.57E-05,1.25E-05,1.70E-05,1.70E-05,160005,1.59E-05
21/08/2006,.SPX,1.48E-05,6.46E-06,1541,-0.002277607,9.55E-06,93006,9.55E-06,1.29E-05,1.46E-05,1.33E-05,1301.09,1298.13,1.48E-05,8.19E-06,1.13E-05,1.13E-05,160005,1.46E-05
22/08/2006,.SPX,1.89E-05,8.57E-06,1541,0.000939813,9.00E-06,93000,9.00E-06,1.89E-05,1.79E-05,1.89E-05,1297.52,1298.74,1.89E-05,2.28E-05,1.77E-05,1.77E-05,155953,1.79E-05
23/08/2006,.SPX,1.83E-05,2.90E-06,1202,-0.004985194,1.00E-05,93002,1.00E-05,1.76E-05,1.71E-05,1.78E-05,1299.07,1292.61,1.83E-05,2.41E-05,1.41E-05,1.41E-05,155946,1.71E-05
24/08/2006,.SPX,1.87E-05,1.03E-05,1541,0.00166029,9.25E-06,93012,9.25E-06,1.88E-05,2.27E-05,1.93E-05,1293.88,1296.03,1.87E-05,1.11E-05,1.79E-05,1.79E-05,160010,2.27E-05
25/08/2006,.SPX,1.59E-05,1.06E-05,1541,6.95E-05,8.48E-06,93009,8.48E-06,1.99E-05,1.48E-05,1.99E-05,1295.23,1295.32,1.59E-05,1.20E-05,1.20E-05,1.20E-05,155955,1.48E-05
28/08/2006,.SPX,1.54E-05,7.94E-06,1528,0.005251579,5.04E-06,93005,5.04E-06,1.48E-05,1.37E-05,1.48E-05,1295.25,1302.07,1.54E-05,1.96E-05,1.42E-05,1.42E-05,155958,1.37E-05
29/08/2006,.SPX,1.97E-05,1.18E-05,1541,0.002256073,6.86E-06,93007,6.86E-06,2.25E-05,1.84E-05,2.25E-05,1301.68,1304.62,1.97E-05,2.55E-05,2.01E-05,2.01E-05,155954,1.84E-05
30/08/2006,.SPX,1.19E-05,7.76E-06,1529,0.000552122,6.75E-06,93000,6.75E-06,1.58E-05,1.59E-05,1.58E-05,1303.7,1304.42,1.19E-05,6.53E-06,1.53E-05,1.53E-05,155949,1.59E-05
31/08/2006,.SPX,6.74E-06,4.57E-06,1541,-0.000490786,4.90E-06,93011,4.90E-06,9.19E-06,8.66E-06,9.29E-06,1304.35,1303.71,6.74E-06,4.15E-06,7.55E-06,7.55E-06,155958,8.66E-06
01/09/2006,.SPX,2.55E-05,5.30E-06,1540,0.005407961,5.84E-06,93002,5.84E-06,1.56E-05,2.68E-05,1.58E-05,1303.8,1310.87,2.55E-05,9.48E-06,1.00E-05,1.00E-05,155952,2.68E-05
05/09/2006,.SPX,1.23E-05,4.24E-06,1529,0.002004184,4.39E-06,93000,4.39E-06,1.33E-05,1.07E-05,1.31E-05,1310.94,1313.57,1.23E-05,1.13E-05,8.75E-06,8.75E-06,155952,1.07E-05
06/09/2006,.SPX,2.15E-05,7.55E-06,1516,-0.008119601,1.78E-05,93014,1.78E-05,1.91E-05,2.26E-05,1.96E-05,1310.79,1300.19,2.15E-05,2.25E-05,1.42E-05,1.42E-05,160004,2.26E-05
07/09/2006,.SPX,3.96E-05,1.61E-05,1542,-0.004595263,2.18E-05,93001,2.18E-05,2.87E-05,3.65E-05,2.92E-05,1299.97,1294.01,3.96E-05,3.44E-05,2.85E-05,2.85E-05,155959,3.65E-05
08/09/2006,.SPX,1.40E-05,5.28E-06,1541,0.003694809,4.36E-06,93000,4.36E-06,1.66E-05,1.78E-05,1.68E-05,1294.02,1298.81,1.40E-05,7.15E-06,1.14E-05,1.14E-05,155957,1.78E-05
11/09/2006,.SPX,3.35E-05,1.04E-05,1529,0.000415663,2.24E-05,93000,2.24E-05,2.48E-05,3.51E-05,2.54E-05,1298.86,1299.4,3.35E-05,3.87E-05,2.48E-05,2.48E-05,155947,3.51E-05
12/09/2006,.SPX,1.93E-05,1.09E-05,1531,0.009936087,3.69E-06,93008,3.69E-06,1.53E-05,2.02E-05,1.58E-05,1299.87,1312.85,1.93E-05,2.88E-05,1.66E-05,1.66E-05,160005,2.02E-05
13/09/2006,.SPX,1.08E-05,8.31E-06,1530,0.004250553,4.91E-06,93012,4.91E-06,1.26E-05,1.28E-05,1.24E-05,1312.33,1317.92,1.08E-05,8.61E-06,1.24E-05,1.24E-05,155959,1.28E-05
14/09/2006,.SPX,1.47E-05,7.92E-06,1530,-0.001343846,8.65E-06,93000,8.65E-06,1.63E-05,1.36E-05,1.63E-05,1318,1316.23,1.47E-05,7.42E-06,1.30E-05,1.30E-05,155950,1.36E-05
15/09/2006,.SPX,2.91E-05,6.44E-06,1530,0.001486583,7.96E-06,93005,7.96E-06,2.31E-05,2.81E-05,2.34E-05,1317.48,1319.44,2.91E-05,2.10E-05,1.27E-05,1.27E-05,160005,2.81E-05
18/09/2006,.SPX,1.67E-05,6.41E-06,1537,0.001317683,9.11E-06,93009,9.11E-06,1.81E-05,1.71E-05,1.80E-05,1319.63,1321.37,1.67E-05,1.52E-05,1.23E-05,1.23E-05,160002,1.71E-05
19/09/2006,.SPX,1.51E-05,1.35E-05,1540,-0.002022981,1.08E-05,93000,1.08E-05,2.09E-05,1.94E-05,2.09E-05,1321.17,1318.5,1.51E-05,2.72E-05,1.87E-05,1.87E-05,155958,1.94E-05
20/09/2006,.SPX,3.56E-05,7.28E-06,1541,0.005348719,8.56E-06,93001,8.56E-06,2.74E-05,3.69E-05,2.73E-05,1318.28,1325.35,3.56E-05,2.70E-05,2.11E-05,2.11E-05,160000,3.69E-05
21/09/2006,.SPX,3.41E-05,2.29E-05,1537,-0.005160892,2.08E-05,93000,2.08E-05,2.84E-05,3.33E-05,2.88E-05,1324.89,1318.07,3.41E-05,3.24E-05,3.03E-05,3.03E-05,155950,3.33E-05
22/09/2006,.SPX,1.76E-05,1.19E-05,1540,-0.002324858,1.04E-05,93005,1.04E-05,1.69E-05,1.85E-05,1.69E-05,1317.74,1314.68,1.76E-05,1.85E-05,1.53E-05,1.53E-05,155952,1.85E-05
25/09/2006,.SPX,5.18E-05,1.71E-05,1541,0.009138361,1.05E-05,93002,1.05E-05,3.44E-05,3.86E-05,3.50E-05,1314.78,1326.85,5.18E-05,5.95E-05,3.10E-05,3.10E-05,155959,3.86E-05
26/09/2006,.SPX,3.07E-05,1.35E-05,1536,0.007706502,1.01E-05,93003,1.01E-05,2.92E-05,2.89E-05,2.93E-05,1326.22,1336.48,3.07E-05,2.26E-05,2.67E-05,2.67E-05,160002,2.89E-05
27/09/2006,.SPX,2.81E-05,1.22E-05,1541,0.001189973,1.81E-05,93018,1.81E-05,3.05E-05,3.30E-05,3.03E-05,1335.37,1336.96,2.81E-05,1.04E-05,3.13E-05,3.13E-05,160012,3.30E-05
28/09/2006,.SPX,1.75E-05,8.04E-06,1529,0.001696949,6.93E-06,93001,6.93E-06,1.77E-05,1.65E-05,1.78E-05,1336.56,1338.83,1.75E-05,8.04E-06,1.52E-05,1.52E-05,155952,1.65E-05
29/09/2006,.SPX,1.18E-05,4.85E-06,1445,-0.002310601,5.62E-06,93014,5.62E-06,1.21E-05,1.03E-05,1.19E-05,1338.86,1335.77,1.18E-05,3.15E-06,9.37E-06,9.37E-06,160003,1.03E-05
02/10/2006,.SPX,1.64E-05,6.92E-06,1538,-0.002969453,9.58E-06,93005,9.58E-06,1.73E-05,1.55E-05,1.71E-05,1335.56,1331.6,1.64E-05,2.05E-05,1.53E-05,1.53E-05,160001,1.55E-05
03/10/2006,.SPX,3.25E-05,1.28E-05,1530,0.002393521,1.04E-05,93009,1.04E-05,2.25E-05,2.46E-05,2.30E-05,1331.17,1334.36,3.25E-05,2.88E-05,2.46E-05,2.46E-05,160007,2.46E-05
04/10/2006,.SPX,2.12E-05,1.47E-05,1541,0.012013231,4.50E-06,93002,4.50E-06,2.05E-05,2.02E-05,2.08E-05,1333.81,1349.93,2.12E-05,3.54E-05,2.37E-05,2.37E-05,155959,2.02E-05
05/10/2006,.SPX,1.33E-05,5.11E-06,1541,0.00250878,6.10E-06,93002,6.10E-06,1.55E-05,1.32E-05,1.55E-05,1349.56,1352.95,1.33E-05,6.65E-06,1.32E-05,1.32E-05,160001,1.32E-05
06/10/2006,.SPX,3.53E-05,1.26E-05,1531,-0.001746544,2.29E-05,93007,2.29E-05,2.54E-05,3.34E-05,2.62E-05,1352.42,1350.06,3.53E-05,2.94E-05,2.17E-05,2.17E-05,160005,3.34E-05
09/10/2006,.SPX,9.49E-06,7.44E-06,1534,0.000762909,5.77E-06,93000,5.77E-06,1.15E-05,1.10E-05,1.14E-05,1349.58,1350.61,9.49E-06,5.51E-06,1.11E-05,1.11E-05,155953,1.10E-05
10/10/2006,.SPX,1.35E-05,8.93E-06,1543,0.001893604,6.06E-06,93044,6.06E-06,1.51E-05,1.37E-05,1.50E-05,1350.64,1353.2,1.35E-05,1.09E-05,1.36E-05,1.36E-05,160041,1.37E-05
11/10/2006,.SPX,2.48E-05,1.02E-05,1529,-0.002508168,1.82E-05,93000,1.82E-05,3.16E-05,2.66E-05,3.20E-05,1353.28,1349.89,2.48E-05,2.48E-05,1.76E-05,1.76E-05,155948,2.66E-05
12/10/2006,.SPX,1.49E-05,5.95E-06,1541,0.008829787,2.09E-06,93010,2.09E-06,1.27E-05,1.75E-05,1.28E-05,1350.79,1362.77,1.49E-05,1.95E-05,8.52E-06,8.52E-06,160005,1.75E-05
13/10/2006,.SPX,9.17E-06,8.19E-06,1541,0.002228675,4.90E-06,93010,4.90E-06,1.05E-05,9.48E-06,1.04E-05,1362.52,1365.56,9.17E-06,8.61E-06,9.66E-06,9.66E-06,160005,9.48E-06
16/10/2006,.SPX,4.33E-06,1.96E-06,1531,0.002610882,2.27E-06,93010,2.27E-06,5.36E-06,5.62E-06,5.33E-06,1365.57,1369.14,4.33E-06,3.21E-06,5.36E-06,5.36E-06,155959,5.62E-06
17/10/2006,.SPX,2.82E-05,9.80E-06,1529,-0.002489002,1.49E-05,93004,1.49E-05,1.65E-05,2.17E-05,1.74E-05,1367.71,1364.31,2.82E-05,3.24E-05,1.74E-05,1.74E-05,155959,2.17E-05
18/10/2006,.SPX,5.40E-05,1.64E-05,1471,0.000710506,1.53E-05,93004,1.53E-05,3.59E-05,4.96E-05,3.71E-05,1364.74,1365.71,5.40E-05,4.53E-05,3.94E-05,3.94E-05,155949,4.96E-05
19/10/2006,.SPX,1.43E-05,5.84E-06,1529,0.001105268,6.86E-06,93004,6.86E-06,1.79E-05,1.31E-05,1.78E-05,1365.43,1366.94,1.43E-05,7.21E-06,8.43E-06,8.43E-06,155954,1.31E-05
20/10/2006,.SPX,6.54E-06,3.70E-06,1529,0.000124255,4.28E-06,93013,4.28E-06,1.32E-05,7.90E-06,1.34E-05,1368.07,1368.24,6.54E-06,1.20E-05,7.87E-06,7.87E-06,160000,7.90E-06
23/10/2006,.SPX,3.26E-05,1.19E-05,1529,0.005799398,1.33E-05,93000,1.33E-05,2.22E-05,2.68E-05,2.32E-05,1368.58,1376.54,3.26E-05,3.88E-05,1.72E-05,1.72E-05,155950,2.68E-05
24/10/2006,.SPX,1.80E-05,7.48E-06,1529,0.000145231,1.64E-05,93000,1.64E-05,1.99E-05,2.76E-05,2.05E-05,1377.02,1377.22,1.80E-05,8.25E-06,2.20E-05,2.20E-05,155954,2.76E-05
25/10/2006,.SPX,3.92E-05,5.30E-06,1540,0.00308716,1.07E-05,93007,1.07E-05,2.88E-05,2.65E-05,2.89E-05,1377.78,1382.04,3.92E-05,9.39E-06,2.88E-05,2.88E-05,160006,2.65E-05
26/10/2006,.SPX,2.57E-05,1.04E-05,1479,0.004445318,9.78E-06,93013,9.78E-06,1.83E-05,2.30E-05,1.88E-05,1382.65,1388.81,2.57E-05,2.23E-05,1.61E-05,1.61E-05,160004,2.30E-05
27/10/2006,.SPX,3.93E-05,1.30E-05,1529,-0.007553916,2.49E-05,93002,2.49E-05,2.52E-05,3.32E-05,2.58E-05,1388.62,1378.17,3.93E-05,3.29E-05,2.90E-05,2.90E-05,160000,3.32E-05
30/10/2006,.SPX,1.35E-05,8.49E-06,1529,0.000776896,6.98E-06,83012,6.98E-06,1.63E-05,1.40E-05,1.66E-05,1376.74,1377.81,1.35E-05,1.56E-05,1.40E-05,1.40E-05,150001,1.40E-05
31/10/2006,.SPX,2.60E-05,8.77E-06,1529,-0.000653225,1.26E-05,83005,1.26E-05,2.46E-05,2.59E-05,2.52E-05,1378.23,1377.33,2.60E-05,2.05E-05,2.06E-05,2.06E-05,145958,2.59E-05
01/11/2006,.SPX,2.62E-05,7.21E-06,1541,-0.007131103,1.22E-05,83001,1.22E-05,2.88E-05,2.24E-05,2.93E-05,1377.76,1367.97,2.62E-05,2.80E-05,1.53E-05,1.53E-05,145957,2.24E-05
02/11/2006,.SPX,1.33E-05,9.02E-06,1536,0.00042438,1.00E-05,83021,1.00E-05,1.75E-05,1.91E-05,1.75E-05,1366.41,1366.99,1.33E-05,8.19E-06,1.45E-05,1.45E-05,150017,1.91E-05
03/11/2006,.SPX,2.42E-05,1.05E-05,1530,-0.001932665,1.78E-05,83000,1.78E-05,3.09E-05,3.85E-05,3.16E-05,1367.31,1364.67,2.42E-05,1.80E-05,2.83E-05,2.83E-05,145949,3.85E-05
06/11/2006,.SPX,2.97E-05,5.67E-06,1529,0.010948669,3.69E-06,83002,3.69E-06,2.02E-05,2.58E-05,2.06E-05,1364.36,1379.38,2.97E-05,4.52E-05,1.94E-05,1.94E-05,145957,2.58E-05
07/11/2006,.SPX,1.96E-05,1.15E-05,1538,0.002099411,7.80E-06,83011,7.80E-06,1.77E-05,1.96E-05,1.76E-05,1379.89,1382.79,1.96E-05,1.97E-05,1.79E-05,1.79E-05,150008,1.96E-05
08/11/2006,.SPX,3.37E-05,1.29E-05,1541,0.003440777,1.64E-05,83011,1.64E-05,3.01E-05,4.01E-05,3.05E-05,1381.03,1385.79,3.37E-05,2.57E-05,2.56E-05,2.56E-05,150009,4.01E-05
09/11/2006,.SPX,2.15E-05,9.79E-06,1538,-0.004861789,1.63E-05,83004,1.63E-05,2.18E-05,2.48E-05,2.23E-05,1385.57,1378.85,2.15E-05,1.42E-05,2.52E-05,2.52E-05,145951,2.48E-05
10/11/2006,.SPX,1.54E-05,5.26E-06,1522,0.001587595,7.95E-06,83001,7.95E-06,1.58E-05,1.59E-05,1.62E-05,1378.35,1380.54,1.54E-05,6.01E-06,1.29E-05,1.29E-05,145955,1.59E-05
13/11/2006,.SPX,1.77E-05,5.32E-06,1533,0.00285699,5.62E-06,83009,5.62E-06,1.83E-05,1.59E-05,1.83E-05,1380.6,1384.55,1.77E-05,2.28E-05,1.22E-05,1.22E-05,145958,1.59E-05
14/11/2006,.SPX,3.53E-05,1.13E-05,1541,0.006350965,1.08E-05,83001,1.08E-05,2.66E-05,3.68E-05,2.78E-05,1384.36,1393.18,3.53E-05,5.39E-05,2.96E-05,2.96E-05,150000,3.68E-05
15/11/2006,.SPX,1.20E-05,4.76E-06,1961,0.003003942,6.30E-06,83015,6.30E-06,1.60E-05,1.43E-05,1.63E-05,1392.74,1396.93,1.20E-05,9.04E-06,1.42E-05,1.42E-05,150004,1.43E-05
16/11/2006,.SPX,2.60E-05,7.39E-06,1541,0.002245906,6.12E-06,83002,6.12E-06,1.83E-05,2.05E-05,1.84E-05,1396.53,1399.67,2.60E-05,9.37E-06,1.61E-05,1.61E-05,145958,2.05E-05
17/11/2006,.SPX,2.69E-05,7.14E-06,1541,0.000821232,1.43E-05,83000,1.43E-05,1.81E-05,2.37E-05,1.85E-05,1399.76,1400.91,2.69E-05,9.85E-06,1.44E-05,1.44E-05,145952,2.37E-05
20/11/2006,.SPX,1.76E-05,8.44E-06,1535,0.00019989,9.18E-06,83004,9.18E-06,2.09E-05,1.70E-05,2.07E-05,1400.63,1400.91,1.76E-05,1.10E-05,1.69E-05,1.69E-05,150002,1.70E-05
21/11/2006,.SPX,9.46E-06,3.66E-06,1542,0.001605314,3.76E-06,83022,3.76E-06,9.07E-06,7.92E-06,8.85E-06,1400.47,1402.72,9.46E-06,2.87E-06,6.79E-06,6.79E-06,150017,7.92E-06
22/11/2006,.SPX,1.47E-05,2.60E-06,1541,0.001694107,3.82E-06,83004,3.82E-06,1.22E-05,1.24E-05,1.23E-05,1403.68,1406.06,1.47E-05,7.43E-06,7.45E-06,7.45E-06,150002,1.24E-05
24/11/2006,.SPX,2.47E-05,3.65E-06,1067,-0.00355554,2.50E-05,83002,2.50E-05,1.70E-05,2.92E-05,1.75E-05,1405.94,1400.95,2.47E-05,1.61E-05,8.46E-06,8.46E-06,125959,2.92E-05
27/11/2006,.SPX,3.73E-05,1.67E-05,1529,-0.012895428,2.78E-05,83007,2.78E-05,2.80E-05,3.78E-05,2.85E-05,1400.18,1382.24,3.73E-05,4.95E-05,3.08E-05,3.08E-05,145953,3.78E-05
28/11/2006,.SPX,3.99E-05,1.85E-05,1467,0.003590798,1.77E-05,83000,1.77E-05,4.05E-05,4.01E-05,4.08E-05,1381.61,1386.58,3.99E-05,2.48E-05,4.13E-05,4.13E-05,145947,4.01E-05
29/11/2006,.SPX,4.50E-05,7.21E-06,1534,0.008815057,8.21E-06,83006,8.21E-06,2.94E-05,4.13E-05,3.03E-05,1386.94,1399.22,4.50E-05,4.65E-05,2.10E-05,2.10E-05,145953,4.13E-05
30/11/2006,.SPX,3.95E-05,2.40E-05,1487,0.001171429,2.90E-05,83004,2.90E-05,4.18E-05,5.12E-05,4.23E-05,1399.18,1400.82,3.95E-05,3.28E-05,3.87E-05,3.87E-05,150003,5.12E-05
01/12/2006,.SPX,6.18E-05,2.91E-05,1541,-0.003024639,3.57E-05,83007,3.57E-05,6.38E-05,5.73E-05,6.50E-05,1400.63,1396.4,6.18E-05,7.87E-05,5.79E-05,5.79E-05,150006,5.73E-05
04/12/2006,.SPX,3.32E-05,9.35E-06,1531,0.008690035,5.87E-06,83000,5.87E-06,3.01E-05,2.33E-05,3.03E-05,1396.67,1408.86,3.32E-05,2.58E-05,2.07E-05,2.07E-05,145954,2.33E-05
05/12/2006,.SPX,1.89E-05,1.01E-05,1541,0.0039873,8.16E-06,83002,8.16E-06,2.41E-05,2.18E-05,2.40E-05,1409.17,1414.8,1.89E-05,6.57E-06,1.79E-05,1.79E-05,150001,2.18E-05
06/12/2006,.SPX,5.45E-06,6.53E-06,1539,-0.000863033,5.04E-06,83003,5.04E-06,1.20E-05,9.79E-06,1.21E-05,1414.23,1413.01,5.45E-06,4.63E-06,9.51E-06,9.51E-06,150003,9.79E-06
07/12/2006,.SPX,2.07E-05,8.91E-06,1539,-0.004261617,1.32E-05,83008,1.32E-05,2.23E-05,2.34E-05,2.27E-05,1413.27,1407.26,2.07E-05,2.18E-05,1.63E-05,1.63E-05,150001,2.34E-05
08/12/2006,.SPX,2.33E-05,1.21E-05,1541,0.001945567,1.08E-05,83009,1.08E-05,2.59E-05,2.11E-05,2.60E-05,1406.96,1409.7,2.33E-05,2.31E-05,1.68E-05,1.68E-05,150006,2.11E-05
11/12/2006,.SPX,9.26E-06,4.18E-06,3057,0.002118607,3.75E-06,83001,3.75E-06,8.68E-06,8.65E-06,8.82E-06,1409.81,1412.8,9.26E-06,1.12E-05,9.50E-06,9.50E-06,145947,8.65E-06
12/12/2006,.SPX,2.13E-05,1.14E-05,1532,-0.001140069,1.38E-05,83002,1.38E-05,2.72E-05,2.48E-05,2.72E-05,1413,1411.39,2.13E-05,2.26E-05,2.35E-05,2.35E-05,145948,2.48E-05
13/12/2006,.SPX,2.38E-05,6.60E-06,1525,0.001635428,8.13E-06,83000,8.13E-06,2.00E-05,2.63E-05,2.02E-05,1411.32,1413.63,2.38E-05,9.54E-06,1.63E-05,1.63E-05,145948,2.63E-05
14/12/2006,.SPX,2.40E-05,4.45E-06,1521,0.00854697,4.10E-06,83000,4.10E-06,2.01E-05,2.01E-05,2.06E-05,1413.16,1425.29,2.40E-05,4.18E-05,2.22E-05,2.22E-05,145955,2.01E-05
15/12/2006,.SPX,1.18E-05,8.05E-06,1541,0.000567809,8.27E-06,83007,8.27E-06,1.47E-05,1.98E-05,1.48E-05,1426.13,1426.94,1.18E-05,7.18E-06,1.75E-05,1.75E-05,150007,1.98E-05
18/12/2006,.SPX,1.69E-05,4.44E-06,1529,-0.003158274,7.51E-06,83000,7.51E-06,1.42E-05,1.26E-05,1.42E-05,1427.08,1422.58,1.69E-05,2.02E-05,1.05E-05,1.05E-05,145948,1.26E-05
19/12/2006,.SPX,4.07E-05,1.32E-05,1538,0.003112236,1.67E-05,83004,1.67E-05,2.59E-05,3.03E-05,2.71E-05,1421.2,1425.63,4.07E-05,2.27E-05,2.99E-05,2.99E-05,145953,3.03E-05
20/12/2006,.SPX,5.54E-06,3.45E-06,1530,-0.001389796,3.65E-06,83013,3.65E-06,9.75E-06,7.21E-06,9.77E-06,1425.66,1423.68,5.54E-06,7.06E-06,7.05E-06,7.05E-06,150001,7.21E-06
21/12/2006,.SPX,1.66E-05,1.30E-05,1539,-0.003223289,1.12E-05,83001,1.12E-05,1.87E-05,1.96E-05,1.88E-05,1423.2,1418.62,1.66E-05,1.61E-05,1.73E-05,1.73E-05,150000,1.96E-05
22/12/2006,.SPX,1.97E-05,6.68E-06,1530,-0.004771254,1.56E-05,83000,1.56E-05,2.10E-05,2.12E-05,2.13E-05,1418.1,1411.35,1.97E-05,1.88E-05,2.16E-05,2.16E-05,145953,2.12E-05
26/12/2006,.SPX,6.80E-06,1.42E-06,1535,0.004984897,1.25E-06,83001,1.25E-06,7.45E-06,6.51E-06,7.70E-06,1410.75,1417.8,6.80E-06,1.11E-05,5.77E-06,5.77E-06,145954,6.51E-06
27/12/2006,.SPX,2.72E-05,2.77E-06,1541,0.007706896,2.81E-06,83002,2.81E-06,1.47E-05,2.12E-05,1.52E-05,1416.63,1427.59,2.72E-05,2.57E-05,1.12E-05,1.12E-05,145959,2.12E-05
28/12/2006,.SPX,1.14E-05,4.97E-06,1541,-0.001444864,5.73E-06,83001,5.73E-06,1.30E-05,1.09E-05,1.28E-05,1426.77,1424.71,1.14E-05,5.95E-06,1.14E-05,1.14E-05,145951,1.09E-05
29/12/2006,.SPX,2.79E-05,2.57E-06,1529,-0.004849202,1.63E-05,83005,1.63E-05,1.77E-05,2.25E-05,1.81E-05,1424.3,1417.41,2.79E-05,1.27E-05,1.72E-05,1.72E-05,145959,2.25E-05
03/01/2007,.SPX,7.20E-05,1.09E-05,1541,-0.000952478,2.16E-05,83002,2.16E-05,4.45E-05,4.51E-05,4.67E-05,1418.03,1416.68,7.20E-05,0.000104666,4.06E-05,4.06E-05,150002,4.51E-05
04/01/2007,.SPX,4.86E-05,2.19E-05,1541,0.000902941,2.27E-05,83007,2.27E-05,4.07E-05,4.23E-05,4.23E-05,1416.95,1418.23,4.86E-05,4.09E-05,3.37E-05,3.37E-05,145953,4.23E-05
05/01/2007,.SPX,3.49E-05,1.56E-05,1530,-0.005687782,2.82E-05,83013,2.82E-05,3.95E-05,3.96E-05,4.01E-05,1417.58,1409.54,3.49E-05,2.64E-05,2.61E-05,2.61E-05,150005,3.96E-05
08/01/2007,.SPX,3.63E-05,1.13E-05,1526,0.002515956,1.49E-05,83003,1.49E-05,2.96E-05,3.37E-05,2.97E-05,1409.22,1412.77,3.63E-05,1.73E-05,3.94E-05,3.94E-05,150003,3.37E-05
09/01/2007,.SPX,3.57E-05,1.31E-05,1540,-0.000495575,1.64E-05,83001,1.64E-05,3.29E-05,3.11E-05,3.34E-05,1412.85,1412.15,3.57E-05,3.06E-05,2.66E-05,2.66E-05,150000,3.11E-05
10/01/2007,.SPX,3.01E-05,7.31E-06,1541,0.002802887,1.50E-05,83010,1.50E-05,2.66E-05,2.85E-05,2.65E-05,1410.85,1414.81,3.01E-05,1.69E-05,1.72E-05,1.72E-05,150009,2.85E-05
11/01/2007,.SPX,1.74E-05,6.43E-06,1522,0.005663064,6.18E-06,83014,6.18E-06,1.77E-05,1.52E-05,1.85E-05,1415.71,1423.75,1.74E-05,3.08E-05,1.51E-05,1.51E-05,150003,1.52E-05
